Region,Product,Sales,Profit
North,A,446,216.52
East,C,219,108.95
North,B,280,128.56
North,C,218,78.9
North,A,352,83.38
West,B,77,36.28
West,C,113,43.56
East,C,398,52.19
West,A,464,54.6
West,A,162,49.96
East,C,139,26.62
East,C,93,20.39
South,B,487,197.41
West,A,158,44.63
East,C,394,47.88
West,A,177,44.72
East,B,412,117.11
West,A,148,37.4
West,B,333,88.19
South,C,220,59.2
West,B,393,39.96
East,B,495,216.29
North,C,97,39.43
West,A,126,39.52
North,A,289,130.4
South,C,260,127.25
South,B,363,153.47
South,B,226,104.19
West,C,469,105.05
East,B,381,188.65
East,A,301,150.23
North,B,56,25.2
East,B,445,85.12
North,B,61,28.96
West,C,82,21.74
South,B,89,31.87
East,B,182,38.36
West,B,412,201.42
East,B,183,73.52
West,C,174,54.8
East,A,115,37.76
North,C,222,34.71
North,C,416,186.33
North,A,374,143.84
North,A,217,66.15
North,A,100,12.53
South,B,248,99.03
West,C,119,33.2
South,A,305,99.86
South,C,276,107.77
East,B,366,118.72
North,B,399,62.22
West,A,214,77.18
South,B,136,46.12
East,C,229,75.81
West,A,410,113.72
East,A,397,76.67
East,A,424,56.85
North,A,359,144.56
South,C,471,72.65
South,A,114,35.42
North,C,127,57.46
North,B,345,80.05
North,C,454,69.74
South,B,157,56.19
North,B,472,51.13
North,A,227,57.72
West,B,296,51.52
North,C,282,34.22
East,B,76,9.3
North,A,262,75.86
West,C,455,105.34
North,A,293,61.43
East,C,485,136.57
East,B,375,163.58
West,C,480,229.21
North,C,203,80.53
South,A,339,36.18
South,C,447,102.09
West,A,375,182.91
North,A,139,64.24
South,B,465,117.99
West,C,344,134.21
North,A,207,34.87
East,A,220,106.27
East,A,500,170.09
North,B,403,158.24
West,A,316,120.01
East,C,225,53.05
North,C,133,44.47
North,C,144,27.78
South,C,203,100.18
South,C,64,9.19
North,C,229,77.64
West,C,242,77.7
East,C,105,38.91
West,B,276,120.67
South,A,128,19.36
East,B,372,65.02
South,A,192,58.48
North,B,60,6.18
West,C,202,74.69
North,A,99,16.98
North,C,234,65.95
West,B,222,96.59
East,A,371,79.41
North,A,95,18.69
North,C,354,154.87
North,C,171,21.34
South,C,466,103.62
West,C,317,94.19
North,C,120,50.67
South,C,57,28.19
South,C,58,18.46
South,C,477,68.48
South,A,352,74.05
North,A,52,9.36
East,A,234,92.68
South,B,207,72.38
North,A,220,83.67
East,C,384,80.07
West,B,230,30.48
East,C,405,98.39
North,A,463,99.74
South,B,303,96.92
South,C,114,55.67
South,A,214,32.46
West,A,168,45.1
East,A,176,84.54
South,B,396,81.27
West,A,212,67.12
North,A,76,22.15
North,B,429,58.3
South,B,469,104.01
West,B,111,38.07
West,A,51,20.6
South,C,209,39.93
North,C,466,138.98
South,C,295,98.61
North,A,429,201.85
North,C,113,21.93
South,C,418,53.27
South,C,66,26.87
West,C,370,152.2
North,B,402,182.92
South,B,82,10.38
West,B,289,92.72
South,A,238,64.15
West,B,339,104.28
South,C,376,172.74
South,C,499,168.51
West,A,413,135.95
East,B,358,118.77
West,B,94,46.39
South,B,299,63.45
South,A,339,60.5
West,C,499,59.2
West,A,414,141.78
East,B,123,34.29
East,C,212,71.81
North,B,428,146.65
West,C,167,26.56
East,C,67,15.21
West,A,138,32.09
West,A,383,87.77
East,B,294,140.62
South,A,295,143.69
North,C,397,179.68
South,A,68,16.86
West,C,291,115.96
South,C,414,66.25
North,C,51,20.23
South,A,182,31.63
West,C,416,120.95
South,B,435,187.11
South,C,139,42.29
South,B,128,23.49
West,B,450,206.19
West,C,323,84.12
South,B,246,55.68
North,A,492,218.61
East,C,270,77.55
South,C,100,21.94
West,B,58,27.81
West,C,421,90.39
East,A,316,55.85
North,C,358,156.5
East,A,198,61.76
West,B,389,190.13
West,A,236,112.09
West,C,145,69.78
East,C,188,37.34
North,A,253,77.66
East,C,455,139.57
North,B,303,102.62
North,A,427,137.58
North,A,164,74.0
East,C,350,150.38
East,C,386,170.14
North,C,241,87.53
South,A,199,84.3
North,A,481,162.67
East,B,415,156.09
East,C,355,125.52
South,C,228,28.25
East,B,60,29.97
West,C,327,75.58
West,A,117,40.19
North,C,254,100.54
West,A,455,118.77
North,A,374,169.53
South,B,107,41.49
East,A,481,161.5
North,A,472,162.28
East,B,434,162.36
North,A,275,96.25
South,B,302,35.65
West,A,303,78.12
West,B,129,24.01
West,A,261,115.25
South,B,356,115.27
North,C,401,102.27
North,B,153,53.79
East,A,302,64.08
East,C,451,133.38
South,A,101,48.98
West,B,191,49.37
North,B,271,129.22
North,A,72,16.45
North,C,292,52.92
North,B,387,177.96
North,C,386,79.57
West,C,69,26.03
North,B,61,23.74
North,A,307,37.9
West,A,492,73.3
West,B,56,27.87
North,A,272,135.83
North,B,240,104.44
East,C,222,30.64
West,B,93,13.99
West,B,235,52.58
West,A,287,78.92
West,B,330,66.72
West,C,405,193.93
North,B,177,62.81
West,B,435,121.02
East,A,228,97.01
North,A,317,115.85
North,C,459,125.46
South,B,235,78.5
South,A,348,104.14
West,A,74,29.9
South,B,72,9.54
East,A,433,167.71
North,A,138,64.51
South,A,438,47.94
West,B,184,86.49
South,C,242,42.19
East,B,195,88.05
East,B,381,123.61
West,B,307,36.35
North,A,385,180.56
North,A,194,21.34
South,A,306,92.46
West,B,292,92.75
West,C,81,39.94
East,A,251,64.96
West,A,446,157.48
North,B,446,208.24
East,B,334,131.78
East,A,228,49.65
North,B,300,47.56
South,A,152,49.93
West,B,367,81.02
North,C,395,112.67
North,B,183,54.41
North,A,485,119.86
North,B,106,11.55
East,A,287,80.1
North,A,490,137.68
North,A,375,82.82
West,B,415,53.18
South,C,206,41.3
East,B,145,53.53
North,B,226,84.96
North,B,55,10.72
West,A,69,12.26
North,C,176,85.66
East,A,155,76.52
South,C,208,93.11
West,B,248,103.35
East,C,451,87.0
West,B,136,14.76
South,B,373,54.61
North,B,368,135.88
North,B,273,78.06
East,B,308,105.22
West,B,359,39.19
North,C,273,108.24
North,C,432,189.62
West,C,336,127.89
South,A,97,24.51
South,A,314,90.95
East,A,159,42.78
West,C,303,132.57
South,A,471,219.6
North,B,379,103.89
North,A,436,47.08
East,B,434,149.46
East,C,364,100.11
South,B,440,85.96
South,C,241,89.2
North,B,334,55.87
North,A,386,68.78
North,B,451,115.78
North,B,273,74.42
East,A,311,56.45
South,B,193,47.41
North,B,158,72.38
East,C,226,96.6
South,B,367,67.67
South,C,451,179.79
North,B,333,76.51
West,B,399,156.29
North,A,247,106.54
North,C,185,32.27
West,A,307,84.65
West,A,110,14.23
South,A,473,232.18
West,B,196,72.12
South,A,185,45.89
South,C,74,22.59
East,A,317,138.91
West,C,408,191.96
West,A,330,120.65
North,A,374,158.89
South,B,483,187.79
North,C,322,64.83
East,C,233,32.35
North,B,64,22.07
West,A,350,76.7
North,C,475,113.2
West,A,409,169.41
North,A,84,34.37
North,C,392,167.7
North,C,414,50.59
West,A,83,37.5
East,A,345,98.43
East,A,220,94.86
South,A,312,80.51
East,C,411,111.7
North,B,177,21.61
North,B,204,78.42
South,B,101,10.76
South,B,431,50.5
South,C,431,79.22
North,A,426,146.79
North,A,95,12.49
East,B,242,110.43
South,A,408,90.88
East,A,71,33.62
North,A,188,42.89
West,C,180,29.82
West,A,470,149.45
West,C,464,160.84
West,B,155,44.95
South,A,372,68.11
South,C,190,31.01
East,B,177,50.54
South,B,112,35.04
West,B,143,51.99
West,A,58,8.84
North,B,422,185.36
North,B,388,144.56
West,B,330,104.49
West,C,114,23.54
South,B,359,74.88
West,C,73,7.67
East,A,348,145.53
North,A,405,140.11
South,C,161,39.67
West,A,114,49.77
East,C,300,33.84
East,A,445,45.89
South,B,152,70.93
North,B,346,70.38
South,B,294,53.48
North,B,244,32.75
East,C,354,93.48
North,B,367,126.91
West,A,79,14.07
West,C,398,48.05
West,A,184,56.24
North,B,411,204.51
East,A,173,26.32
North,B,293,63.01
West,C,340,73.94
East,A,435,130.97
West,B,131,37.93
North,A,84,16.18
North,B,231,74.48
North,A,292,127.42
West,B,312,31.26
West,C,298,32.09
South,B,114,52.23
West,A,483,221.75
East,B,302,119.28
West,C,63,26.88
West,C,204,87.18
North,C,332,48.41
East,B,426,83.57
West,B,197,81.46
South,A,409,133.8
North,A,117,15.54
East,B,210,66.15
East,C,454,136.98
West,B,127,35.57
North,C,398,65.45
North,B,484,78.82
West,B,81,26.29
South,C,302,101.93
West,B,218,91.72
West,C,222,62.2
East,C,305,62.43
West,C,383,68.45
South,C,72,33.8
South,A,400,43.86
North,C,112,19.21
North,A,184,41.67
South,B,117,43.49
West,A,500,83.15
North,A,358,124.47
South,B,115,56.75
West,B,461,104.99
West,B,395,169.33
West,C,470,72.95
North,A,75,26.0
East,A,412,197.77
East,A,293,34.49
South,B,274,34.35
North,B,253,43.43
East,A,167,64.51
South,A,396,137.88
South,C,465,166.95
East,B,142,15.03
North,A,141,32.81
North,A,343,115.92
East,A,414,136.02
West,B,418,189.52
East,C,145,38.3
South,C,79,13.43
South,A,359,106.8
South,C,277,112.2
East,C,436,134.78
South,B,234,43.29
South,A,105,20.53
North,A,351,149.17
East,B,418,179.47
North,B,226,87.64
West,C,293,32.42
North,B,123,20.16
South,B,142,47.71
South,A,117,16.66
West,A,318,136.92
East,C,201,61.33
North,B,371,75.98
West,C,384,49.95
South,B,303,64.94
South,A,464,193.21
North,A,122,33.27
South,B,398,63.82
East,A,221,55.22
East,C,462,230.31
North,B,434,110.46
West,C,451,188.45
West,C,142,46.88
South,A,480,135.38
East,A,209,82.36
North,B,312,96.41
South,A,198,97.17
West,B,350,173.71
North,A,327,144.5
West,B,459,47.42
West,C,267,38.01
North,A,239,88.63
East,B,314,105.67
East,B,247,47.06
North,C,398,102.98
South,A,159,69.97
North,B,380,143.89
North,A,410,78.0
South,B,240,51.94
North,C,52,7.5
South,A,315,133.59
East,B,155,73.67
South,B,180,44.29
South,B,461,150.59
West,A,469,176.78
West,B,329,68.76
West,A,388,78.24
West,C,372,117.17
North,A,399,113.44
South,B,132,60.41
North,A,270,56.52
East,C,275,88.44
East,A,404,121.23
South,A,384,186.24
North,A,405,186.85
South,A,246,79.03
West,A,86,21.35
East,A,287,29.43
East,C,376,123.26
South,B,264,77.57
East,A,119,34.32
North,B,372,184.65
West,A,79,33.26
South,A,264,55.65
East,A,338,122.8
West,B,126,60.67
East,C,75,20.61
East,A,233,99.54
West,B,356,54.71
West,B,266,39.99
North,B,240,38.56
West,A,412,66.86
North,A,183,37.63
South,C,125,50.14
East,B,210,58.82
East,B,343,137.2
North,B,64,31.84
West,B,303,137.53
East,A,422,204.36
West,B,340,118.2
East,B,86,40.06
North,C,207,95.49
North,B,355,92.91
West,A,458,95.96
South,A,499,95.27
West,C,368,79.53
East,B,488,203.72
South,A,284,34.78
North,A,160,40.26
South,A,406,186.67
East,A,308,53.56
West,B,262,88.85
East,B,127,39.75
East,B,381,74.06
East,A,137,22.82
West,C,50,16.57
South,A,428,183.22
North,A,365,54.07
North,A,444,125.93
South,A,379,151.28
North,B,50,17.33
West,B,273,76.43
North,A,140,61.34
South,C,280,124.1
East,B,154,38.84
East,A,307,74.8
East,A,390,89.87
East,A,430,196.57
North,A,379,94.72
West,A,194,42.23
East,C,248,67.94
West,A,296,82.3
West,A,281,71.71
West,C,488,209.94
West,B,474,192.22
West,A,452,204.27
South,C,447,85.29
South,A,368,54.38
South,C,66,18.91
North,C,113,11.9
West,C,236,98.86
North,B,422,168.57
West,C,79,38.32
North,B,328,131.69
East,B,248,84.83
North,B,100,47.67
East,C,474,134.07
East,C,295,58.78
West,C,359,84.75
East,A,307,78.89
South,A,214,60.97
South,B,283,82.34
North,B,63,28.38
North,C,500,221.19
South,A,156,37.55
North,B,281,86.57
South,B,427,100.34
West,B,145,70.28
South,C,200,92.63
South,C,306,128.23
North,C,289,83.85
North,A,84,26.65
South,A,418,131.71
South,C,225,41.59
South,C,232,101.58
West,B,304,139.94
West,C,313,108.47
West,A,245,68.58
East,B,413,117.45
West,B,435,130.15
South,A,58,7.52
West,A,426,199.51
South,C,333,118.36
East,A,52,13.72
South,A,121,16.02
South,A,264,122.18
South,C,151,73.42
East,C,340,57.82
North,A,437,68.98
North,C,489,205.63
North,A,195,35.76
East,A,414,153.98
East,A,309,97.74
West,C,108,33.71
North,B,61,25.51
West,A,156,73.25
South,C,338,61.94
South,C,424,82.49
West,B,131,57.12
East,A,157,71.87
West,A,317,110.27
South,B,426,146.76
West,A,445,70.45
East,A,408,75.48
North,B,109,26.06
West,C,483,68.02
South,C,466,83.71
West,C,491,220.91
North,B,233,75.2
West,B,401,61.99
North,A,327,139.48
South,A,141,15.27
West,C,293,134.71
West,C,421,113.22
East,C,285,78.82
East,B,306,91.7
East,B,124,17.1
South,C,489,150.12
West,C,199,50.41
North,B,230,97.7
South,A,431,211.28
North,B,403,166.2
North,C,262,91.18
East,A,423,116.83
South,B,439,133.16
West,A,466,87.06
North,C,276,127.68
West,A,230,108.95
East,C,123,37.96
South,C,101,27.73
East,A,260,56.83
East,B,333,42.2
South,C,456,147.34
West,A,490,168.33
East,A,52,11.62
East,A,391,55.09
East,A,64,23.97
West,C,377,58.3
South,C,171,84.59
North,B,194,56.38
East,A,106,14.71
West,B,240,71.3
East,C,431,202.93
South,A,458,197.52
West,C,263,69.75
South,C,346,52.51
South,C,226,35.63
North,C,244,40.19
North,C,163,70.1
North,B,285,66.38
East,C,477,125.73
West,C,419,123.93
South,B,157,45.92
West,B,98,46.68
East,B,157,76.9
West,C,91,19.05
West,C,379,89.81
North,A,442,54.3
South,A,485,159.35
East,A,488,90.42
West,C,222,49.93
South,B,298,130.88
West,A,94,30.69
East,C,406,196.38
South,B,446,183.7
East,A,374,86.33
East,B,117,22.92
East,A,315,75.07
South,C,466,191.76
West,A,161,68.91
West,A,273,83.52
North,C,358,99.36
South,C,389,173.02
East,B,276,61.07
West,C,288,113.56
South,B,166,54.39
West,C,144,16.84
West,B,410,58.2
South,A,428,153.57
West,C,251,62.84
South,C,219,82.28
West,C,420,203.59
South,C,287,29.0
East,A,307,66.7
North,B,419,44.64
South,C,83,15.89
South,C,85,28.67
South,A,58,19.72
East,C,56,8.39
South,B,500,245.74
West,C,82,18.82
North,B,161,16.18
North,A,454,118.27
North,A,412,102.97
West,A,200,20.53
West,A,188,43.62
East,B,190,62.77
West,C,156,61.5
South,B,323,149.81
North,B,412,91.49
North,C,430,93.12
East,C,408,52.52
East,A,221,100.45
South,C,429,77.44
South,C,374,93.7
South,B,222,104.87
West,C,379,69.89
North,B,257,93.72
West,C,427,181.15
East,A,153,59.54
East,B,460,118.0
East,B,485,178.66
East,A,224,75.42
North,B,143,30.1
East,B,395,75.19
West,A,124,23.84
West,A,297,72.5
West,B,407,121.0
West,C,455,129.02
North,A,363,51.58
South,B,274,58.28
West,B,166,67.04
North,C,354,134.44
South,C,366,79.08
West,A,341,122.09
East,C,215,29.28
East,C,316,139.52
North,B,422,73.22
East,C,417,112.22
South,B,359,160.57
North,C,232,59.87
North,B,89,25.69
South,B,148,65.3
West,B,227,61.46
South,B,356,132.38
South,B,239,107.7
South,C,356,134.07
East,A,394,136.6
East,A,266,55.87
West,A,497,171.33
South,A,312,49.21
South,B,76,15.43
South,A,453,211.46
North,A,400,193.96
South,C,452,207.24
East,C,133,45.51
North,B,79,9.92
South,A,465,110.49
North,C,110,34.43
South,B,142,50.94
South,C,261,107.82
West,C,328,154.0
East,A,325,114.83
West,A,216,40.51
West,B,430,59.06
East,A,71,31.55
North,C,400,83.39
East,B,162,65.75
South,B,359,159.85
North,A,259,71.68
North,A,481,151.44
East,C,241,54.58
North,A,413,90.74
East,C,439,49.49
North,A,283,76.76
East,A,399,84.45
North,C,224,33.97
South,B,336,119.25
West,B,134,51.56
North,C,419,144.42
South,B,121,41.7
West,B,428,184.19
East,C,83,37.31
North,A,338,99.4
North,C,189,64.92
West,C,81,18.98
North,B,471,207.92
West,B,73,15.46
North,C,281,33.51
South,A,381,81.76
South,C,424,102.03
West,C,121,16.6
North,B,219,96.65
West,B,167,55.96
North,A,170,59.1
North,C,159,52.34
South,A,457,148.63
North,C,142,52.81
East,C,363,114.68
South,A,164,34.06
North,C,143,57.2
West,A,53,18.91
South,B,188,35.17
West,C,255,74.25
North,C,131,39.84
South,A,85,27.48
West,A,424,128.79
South,C,85,11.07
West,B,322,34.28
North,B,162,58.14
North,B,283,108.28
North,A,66,29.68
West,A,108,44.32
East,A,281,41.48
West,C,414,203.92
West,C,196,64.43
West,C,472,76.43
West,A,248,49.67
North,A,63,16.8
South,A,372,148.0
West,C,59,9.83
South,B,286,139.83
East,C,84,23.41
South,C,160,43.88
West,B,398,83.4
West,A,91,12.47
South,A,115,52.77
East,A,266,52.93
West,C,136,20.68
South,A,182,75.12
South,B,388,60.5
West,B,54,24.13
South,C,298,32.49
West,A,81,26.35
North,B,214,54.47
North,B,478,159.95
North,B,387,178.59
East,B,182,68.91
South,C,112,44.6
West,C,430,47.92
South,A,144,17.88
East,A,355,127.78
South,C,272,28.02
West,B,313,86.14
North,A,356,99.42
East,A,417,60.96
East,A,456,146.68
East,C,183,33.18
North,A,180,27.87
North,A,357,116.48
South,C,307,102.45
North,C,482,169.02
South,A,176,72.46
West,C,382,40.73
East,A,189,65.32
South,B,436,200.92
North,C,417,108.91
East,C,395,113.52
North,C,397,111.87
North,A,121,32.16
East,B,346,149.97
South,C,138,47.44
East,A,222,53.17
North,A,258,50.32
East,C,278,59.28
East,A,353,176.0
West,A,434,97.5
East,A,376,170.1
East,B,63,19.15
West,C,98,20.23
South,B,239,85.49
East,B,500,53.93
East,A,167,65.97
North,C,486,159.4
West,B,218,58.62
East,B,307,86.61
East,C,287,53.17
West,A,452,148.92
West,B,319,46.32
East,B,215,39.73
West,A,390,158.96
South,B,152,42.62
West,B,169,40.95
East,B,169,57.73
East,C,296,69.12
South,A,123,46.87
West,A,309,139.87
East,C,198,51.93
East,C,266,79.64
North,C,171,28.4
West,C,343,136.21
South,B,421,170.24
South,C,171,40.44
South,B,54,14.82
North,A,76,25.32
East,B,122,41.19
East,C,417,106.69
East,A,323,56.6
North,C,154,69.75
South,B,340,43.2
North,A,325,137.79
East,A,79,37.14
West,A,288,103.39
South,B,438,195.06
East,A,226,45.5
South,A,262,103.74
West,C,489,53.48
East,C,131,33.61
South,C,474,206.87
West,A,81,11.36
North,A,377,155.35
North,B,373,184.49
North,B,80,30.64
South,A,347,87.11
West,B,279,62.87
South,A,187,27.96
West,B,202,48.17
West,B,73,19.03
North,C,449,57.66
West,B,357,165.61
West,B,224,48.07
South,C,369,181.16
North,A,276,94.69
South,B,182,55.66
West,B,346,126.78
North,C,295,98.45
East,C,185,70.54
West,C,397,196.83
South,A,333,132.33
East,B,429,208.99
South,C,217,21.8
West,B,81,12.16
North,C,306,144.28
East,A,320,45.54
East,C,51,22.82
West,B,234,105.18
North,B,201,76.55
West,A,196,41.8
East,B,170,30.06
West,A,225,27.16
North,A,317,49.62
South,B,175,65.64
West,C,147,51.3
South,B,140,27.92
North,A,160,65.34
West,A,292,113.12
West,C,124,30.86
South,B,315,70.29
West,B,440,51.95
South,B,60,6.48
South,B,134,47.46
West,B,412,75.8
West,A,322,120.34
North,C,484,222.36
West,B,357,130.76
North,B,374,119.96
South,A,371,120.65
North,A,439,76.24
South,B,103,49.67
East,B,376,82.65
West,B,466,187.97
West,C,382,132.16
North,A,180,67.05
South,C,437,82.0
West,C,400,97.99
West,C,165,67.48
North,A,467,163.74
South,B,488,57.53
East,A,358,79.41
West,A,298,129.03
East,C,129,43.07
South,C,450,152.3
East,C,275,125.09
West,C,52,22.03
West,A,379,149.52
South,A,251,62.65
West,B,92,16.0
West,B,492,148.8
East,A,381,97.4
West,A,474,229.88
East,A,312,108.6
East,B,68,9.21
South,B,415,175.71
North,B,437,61.6
West,A,211,32.04
North,A,117,47.14
East,A,192,51.42
West,B,449,180.25
East,C,487,161.67
South,B,425,67.5
West,A,179,38.17
South,A,286,120.18
North,B,55,8.52
East,A,371,72.37
West,B,215,83.35
South,B,110,26.65
North,C,74,36.38
West,B,385,114.96
West,A,323,144.25
North,B,127,16.92
West,C,80,29.78
North,A,246,55.54
West,C,126,61.14
North,B,256,34.43
South,B,85,11.59
North,B,160,54.27
West,C,322,60.26
North,C,236,50.81
East,B,470,93.25
West,C,165,18.58
South,B,198,91.21
East,B,417,90.84
South,B,112,36.05
East,C,318,104.22
North,C,144,25.51
West,A,445,118.07
South,B,147,62.22
North,A,185,89.44
West,C,477,225.91
South,B,345,161.94
West,C,452,179.19
North,C,386,89.37
South,C,353,83.46
East,B,254,76.71
South,C,255,62.78
North,B,54,14.61
South,C,264,115.02
South,B,144,48.75
North,C,451,209.5
East,C,324,125.85
East,C,425,96.27
North,B,148,65.71
South,C,376,94.15
North,B,143,48.04
North,C,198,63.53
North,A,220,48.47
North,A,170,60.09
South,B,302,121.85
North,B,477,122.64
North,A,338,153.09
East,B,175,41.11
North,A,300,60.61
South,A,448,203.72
West,A,473,170.77
East,C,389,73.5
South,B,373,156.07
West,C,485,137.31
East,A,405,87.94
South,A,332,96.1
East,A,70,10.52
South,B,345,170.7
South,A,483,86.27
South,C,244,26.64
North,B,70,23.72
West,A,355,62.06
North,C,236,33.58
East,C,64,24.61
West,A,389,192.47
West,A,348,42.49
East,C,151,75.0
East,C,419,74.57
West,A,92,18.75
South,B,259,107.16
North,B,476,56.65
North,B,177,86.32
North,C,57,25.13
North,A,103,22.31
South,B,293,67.91
South,C,296,128.09
West,C,205,40.02
East,C,328,130.72
West,A,353,99.34
West,B,160,72.71
North,A,312,40.25
North,C,158,27.78
West,C,99,23.13
East,A,260,51.37
East,A,172,56.4
South,C,357,125.06
West,B,109,40.36
West,C,73,17.32
West,B,78,18.9
South,B,119,24.41
South,C,161,53.23
South,A,163,40.98
South,C,125,58.26
South,A,206,71.04
East,C,295,125.23
North,A,417,152.04
West,C,161,70.65
South,B,248,63.79
South,B,316,137.93
East,A,323,34.49
South,B,247,63.3
North,C,249,49.86
East,C,293,76.99
South,A,360,162.64
South,C,299,55.49
West,B,492,205.07
West,C,282,53.4
North,C,83,16.32
South,C,194,43.53
West,C,482,205.64
South,A,427,92.16
North,B,431,47.81
North,A,215,25.47
South,B,330,82.23
North,A,274,88.04
South,A,249,87.35
East,B,460,162.61
West,A,466,130.75
West,A,113,16.92
West,A,481,175.99
West,C,346,149.63
East,A,138,52.78
East,B,74,33.91
East,C,467,98.2
South,C,380,180.77
South,C,260,94.83
West,A,175,86.27
East,B,69,11.34
North,C,443,54.79
East,C,114,27.74
North,A,466,155.57
East,A,425,119.92
West,A,324,122.69
South,B,163,73.69
North,C,384,155.55
West,C,484,179.38
North,B,185,88.03
East,A,77,13.46
North,C,322,47.7
East,C,373,78.94
South,C,146,63.73
East,B,285,34.5
South,C,165,37.28
West,A,360,164.41
West,C,217,33.81
South,B,373,102.38
North,C,435,84.68
West,C,182,19.86
East,C,340,155.32
South,A,225,43.15
South,A,126,41.02
West,A,110,30.28
North,B,70,25.97
East,B,491,79.79
West,B,483,138.3
West,B,354,133.24
North,C,471,126.19
North,A,397,65.69
East,B,181,68.33
South,B,416,94.36
North,B,466,105.75
North,C,438,160.17
South,B,472,107.19
North,A,100,38.91
South,A,52,12.2
West,B,303,42.31
North,C,170,41.73
West,B,373,119.88
North,B,495,120.73
South,B,196,39.02
East,C,65,12.76
South,A,387,139.33
North,A,267,47.76
West,B,197,76.49
South,B,160,65.66
North,A,256,48.69
South,C,380,110.72
East,A,330,89.33
East,C,171,32.21
West,B,157,25.72
East,B,496,188.16
North,A,183,69.84
West,C,365,107.37
North,A,201,72.93
East,A,208,101.95
North,A,426,99.63
West,A,365,117.39
East,B,452,192.26
West,C,292,122.97
South,A,339,76.09
West,A,165,77.95
North,C,236,46.63
West,B,262,112.74
North,A,270,29.62
South,C,455,108.17
West,C,110,40.87
North,B,352,164.5
East,B,422,189.96
North,B,347,167.28
East,C,243,71.55
South,B,253,62.72
East,A,385,138.85
South,C,281,136.11
North,A,424,117.37
North,B,123,29.29
North,A,245,118.96
South,B,255,76.94
South,A,132,36.67
North,C,115,22.2
West,A,210,49.39
East,B,318,123.2
South,C,52,21.73
North,A,275,96.68
South,A,376,126.69
South,B,291,123.78
West,A,70,30.35
North,C,61,28.96
North,B,305,90.39
South,A,275,51.35
East,A,153,75.5
North,B,85,12.19
West,B,196,55.31
South,B,271,118.13
North,A,158,78.97
South,B,386,180.4
South,B,226,70.3
South,B,447,112.73
West,C,456,196.96
North,B,258,111.72
North,C,425,120.85
West,B,300,96.86
West,B,150,62.12
North,B,321,123.47
North,A,347,77.79
East,A,187,73.38
West,A,218,62.58
West,C,409,168.12
South,A,476,121.3
West,A,229,81.36
West,B,222,91.28
West,C,459,65.89
South,A,307,104.03
North,C,284,75.9
South,C,96,40.14
West,B,195,26.17
South,A,405,84.73
West,A,148,45.16
North,C,395,62.45
East,A,387,160.19
East,B,453,145.17
South,B,472,204.96
South,B,385,173.36
South,A,57,21.8
South,B,370,149.15
South,B,170,82.48
East,A,120,56.37
West,B,458,86.92
East,A,78,28.31
East,A,348,137.02
East,A,395,87.68
South,A,408,184.37
North,B,339,34.7
West,B,171,28.89
West,C,110,29.23
East,C,298,37.4
West,C,311,123.4
East,B,54,20.78
West,B,227,61.03
North,B,265,52.96
North,B,54,14.28
West,C,65,21.67
West,C,378,187.46
West,C,413,198.93
West,C,368,110.8
West,A,472,233.8
North,B,210,86.43
South,A,115,51.85
East,A,80,13.29
East,B,164,59.23
North,B,137,53.81
East,A,421,136.15
West,B,184,62.12
West,B,406,136.21
East,A,443,174.54
South,C,214,79.57
West,B,131,29.42
South,B,191,43.18
North,B,300,94.62
West,A,288,34.13
West,A,228,81.81
East,B,404,194.56
East,C,62,14.91
West,A,226,82.72
North,B,476,91.88
South,A,446,173.47
West,B,358,131.73
South,A,101,34.52
South,A,372,119.04
South,B,457,148.67
West,B,496,58.37
South,C,86,26.31
East,C,88,35.94
West,C,350,128.93
North,C,445,54.77
West,C,82,12.25
North,A,230,94.47
East,A,94,33.71
West,C,325,69.35
South,B,134,36.09
West,A,50,15.62
North,B,222,31.36
South,C,135,25.67
East,C,330,117.08
East,A,292,31.43
East,A,251,65.04
West,B,145,48.61
East,A,359,141.63
South,C,315,92.48
East,C,477,64.12
North,B,165,74.94
East,C,168,80.81
South,B,466,54.36
West,C,281,124.83
North,C,114,28.54
North,A,340,157.38
West,A,300,58.58
East,A,452,89.46
East,A,470,208.08
South,B,265,55.16
North,A,274,27.5
East,C,446,126.43
West,C,171,40.83
West,A,490,166.55
West,C,412,56.43
North,B,231,75.43
East,C,172,72.63
East,B,284,95.89
North,B,169,45.53
West,A,80,19.8
East,B,305,89.36
North,C,217,78.7
East,A,217,53.0
North,C,92,29.74
East,A,213,34.29
West,C,174,86.94
South,C,478,212.84
East,B,247,31.3
East,A,500,152.7
East,C,374,108.62
North,C,393,68.24
South,A,101,21.15
West,A,356,127.15
South,C,440,87.73
East,C,86,9.02
West,A,111,43.94
North,C,124,57.56
West,C,402,108.27
North,B,200,57.19
East,B,413,156.99
West,C,370,180.72
South,C,465,49.34
North,B,347,67.05
North,C,334,91.65
North,C,154,60.0
West,A,442,143.24
South,B,101,38.51
North,B,372,100.19
North,B,498,237.35
North,C,126,22.88
West,C,328,37.72
West,B,159,68.98
North,A,374,72.98
West,A,249,45.12
West,B,375,81.53
West,C,114,26.21
East,C,178,86.7
South,B,301,62.69
East,C,235,74.52
South,A,226,54.05
South,C,82,12.83
East,A,189,69.32
North,B,201,41.01
North,B,142,35.71
West,A,359,133.17
North,C,129,41.0
West,A,379,44.3
East,C,266,123.82
West,B,377,62.11
South,B,440,219.39
West,C,357,139.48
North,C,77,36.42
