Region,Product,Sales,Profit,Profit Margin
East,A,302,64.08,0.21218543046357616
East,C,451,133.38,0.29574279379157425
South,A,101,48.98,0.48495049504950494
West,B,191,49.37,0.25848167539267014
North,B,271,129.22,0.47682656826568265
North,A,72,16.45,0.22847222222222222
North,C,292,52.92,0.18123287671232877
North,B,387,177.96,0.4598449612403101
North,C,386,79.57,0.20613989637305696
West,C,69,26.03,0.37724637681159423
North,B,61,23.74,0.3891803278688524
North,A,307,37.9,0.12345276872964168
West,A,492,73.3,0.14898373983739838
West,B,56,27.87,0.49767857142857147
North,A,272,135.83,0.49937500000000007
North,B,240,104.44,0.43516666666666665
East,C,222,30.64,0.13801801801801802
West,B,93,13.99,0.1504301075268817
West,B,235,52.58,0.22374468085106383
West,A,287,78.92,0.2749825783972126
West,B,330,66.72,0.20218181818181818
West,C,405,193.93,0.47883950617283955
North,B,177,62.81,0.3548587570621469
West,B,435,121.02,0.27820689655172415
East,A,228,97.01,0.4254824561403509
North,A,317,115.85,0.3654574132492113
North,C,459,125.46,0.2733333333333333
South,B,235,78.5,0.33404255319148934
South,A,348,104.14,0.2992528735632184
West,A,74,29.9,0.40405405405405403
South,B,72,9.54,0.13249999999999998
East,A,433,167.71,0.3873210161662818
North,A,138,64.51,0.4674637681159421
South,A,438,47.94,0.10945205479452054
West,B,184,86.49,0.4700543478260869
South,C,242,42.19,0.1743388429752066
East,B,195,88.05,0.4515384615384615
East,B,381,123.61,0.32443569553805773
West,B,307,36.35,0.11840390879478828
North,A,385,180.56,0.468987012987013
North,A,194,21.34,0.11
South,A,306,92.46,0.302156862745098
West,B,292,92.75,0.3176369863013699
West,C,81,39.94,0.49308641975308637
East,A,251,64.96,0.258804780876494
West,A,446,157.48,0.3530941704035874
North,B,446,208.24,0.4669058295964126
East,B,334,131.78,0.3945508982035928
East,A,228,49.65,0.21776315789473683
North,B,300,47.56,0.15853333333333333
South,A,152,49.93,0.32848684210526313
West,B,367,81.02,0.22076294277929154
North,C,395,112.67,0.2852405063291139
North,B,183,54.41,0.2973224043715847
North,A,485,119.86,0.2471340206185567
North,B,106,11.55,0.1089622641509434
East,A,287,80.1,0.27909407665505226
North,A,490,137.68,0.2809795918367347
North,A,375,82.82,0.22085333333333332
West,B,415,53.18,0.12814457831325302
South,C,206,41.3,0.20048543689320386
East,B,145,53.53,0.36917241379310345
North,B,226,84.96,0.37592920353982295
North,B,55,10.72,0.19490909090909092
West,A,69,12.26,0.17768115942028986
North,C,176,85.66,0.48670454545454545
East,A,155,76.52,0.49367741935483866
South,C,208,93.11,0.44764423076923077
West,B,248,103.35,0.4167338709677419
East,C,451,87.0,0.19290465631929046
West,B,136,14.76,0.10852941176470587
South,B,373,54.61,0.14640750670241287
North,B,368,135.88,0.36923913043478257
North,B,273,78.06,0.28593406593406595
East,B,308,105.22,0.3416233766233766
West,B,359,39.19,0.10916434540389972
North,C,273,108.24,0.3964835164835165
North,C,432,189.62,0.4389351851851852
West,C,336,127.89,0.380625
South,A,97,24.51,0.25268041237113403
South,A,314,90.95,0.28964968152866244
East,A,159,42.78,0.2690566037735849
West,C,303,132.57,0.4375247524752475
South,A,471,219.6,0.4662420382165605
North,B,379,103.89,0.2741160949868074
North,A,436,47.08,0.10798165137614678
East,B,434,149.46,0.3443778801843318
East,C,364,100.11,0.2750274725274725
South,B,440,85.96,0.19536363636363635
South,C,241,89.2,0.37012448132780085
North,B,334,55.87,0.1672754491017964
North,A,386,68.78,0.17818652849740932
North,B,451,115.78,0.25671840354767184
North,B,273,74.42,0.2726007326007326
East,A,311,56.45,0.1815112540192926
South,B,193,47.41,0.24564766839378235
North,B,158,72.38,0.45810126582278476
East,C,226,96.6,0.42743362831858406
South,B,367,67.67,0.18438692098092643
South,C,451,179.79,0.3986474501108647
North,B,333,76.51,0.22975975975975976
West,B,399,156.29,0.39170426065162905
North,A,247,106.54,0.43133603238866397
North,C,185,32.27,0.17443243243243245
West,A,307,84.65,0.27573289902280135
West,A,110,14.23,0.12936363636363638
South,A,473,232.18,0.49086680761099366
West,B,196,72.12,0.3679591836734694
South,A,185,45.89,0.24805405405405406
South,C,74,22.59,0.30527027027027026
East,A,317,138.91,0.43820189274447946
West,C,408,191.96,0.4704901960784314
West,A,330,120.65,0.3656060606060606
North,A,374,158.89,0.42483957219251334
South,B,483,187.79,0.38879917184265006
North,C,322,64.83,0.20133540372670808
East,C,233,32.35,0.1388412017167382
North,B,64,22.07,0.34484375
West,A,350,76.7,0.21914285714285714
North,C,475,113.2,0.2383157894736842
West,A,409,169.41,0.4142053789731051
North,A,84,34.37,0.4091666666666666
North,C,392,167.7,0.4278061224489796
North,C,414,50.59,0.12219806763285025
West,A,83,37.5,0.45180722891566266
East,A,345,98.43,0.285304347826087
East,A,220,94.86,0.43118181818181817
South,A,312,80.51,0.2580448717948718
East,C,411,111.7,0.2717761557177616
North,B,177,21.61,0.12209039548022599
North,B,204,78.42,0.38441176470588234
South,B,101,10.76,0.10653465346534653
South,B,431,50.5,0.11716937354988399
South,C,431,79.22,0.18380510440835265
North,A,426,146.79,0.34457746478873236
North,A,95,12.49,0.13147368421052633
East,B,242,110.43,0.4563223140495868
South,A,408,90.88,0.2227450980392157
East,A,71,33.62,0.47352112676056335
North,A,188,42.89,0.22813829787234044
West,C,180,29.82,0.16566666666666666
West,A,470,149.45,0.3179787234042553
West,C,464,160.84,0.34663793103448276
West,B,155,44.95,0.29000000000000004
South,A,372,68.11,0.18309139784946235
South,C,190,31.01,0.16321052631578947
East,B,177,50.54,0.2855367231638418
South,B,112,35.04,0.31285714285714283
West,B,143,51.99,0.3635664335664336
West,A,58,8.84,0.15241379310344827
North,B,422,185.36,0.43924170616113745
North,B,388,144.56,0.37257731958762885
West,B,330,104.49,0.3166363636363636
West,C,114,23.54,0.20649122807017542
South,B,359,74.88,0.20857938718662952
West,C,73,7.67,0.10506849315068494
East,A,348,145.53,0.4181896551724138
North,A,405,140.11,0.34595061728395066
South,C,161,39.67,0.24639751552795033
West,A,114,49.77,0.43657894736842107
East,C,300,33.84,0.11280000000000001
East,A,445,45.89,0.10312359550561798
South,B,152,70.93,0.46664473684210533
North,B,346,70.38,0.20341040462427745
South,B,294,53.48,0.1819047619047619
North,B,244,32.75,0.13422131147540983
East,C,354,93.48,0.2640677966101695
North,B,367,126.91,0.34580381471389643
West,A,79,14.07,0.17810126582278482
West,C,398,48.05,0.1207286432160804
West,A,184,56.24,0.3056521739130435
North,B,411,204.51,0.4975912408759124
East,A,173,26.32,0.15213872832369943
North,B,293,63.01,0.21505119453924915
West,C,340,73.94,0.2174705882352941
East,A,435,130.97,0.30108045977011494
West,B,131,37.93,0.28954198473282444
North,A,84,16.18,0.1926190476190476
North,B,231,74.48,0.32242424242424245
North,A,292,127.42,0.4363698630136986
West,B,312,31.26,0.10019230769230769
West,C,298,32.09,0.10768456375838928
South,B,114,52.23,0.4581578947368421
West,A,483,221.75,0.4591097308488613
East,B,302,119.28,0.3949668874172185
West,C,63,26.88,0.42666666666666664
West,C,204,87.18,0.4273529411764706
North,C,332,48.41,0.14581325301204817
East,B,426,83.57,0.1961737089201878
West,B,197,81.46,0.41350253807106596
South,A,409,133.8,0.3271393643031785
North,A,117,15.54,0.13282051282051283
East,B,210,66.15,0.315
East,C,454,136.98,0.3017180616740088
West,B,127,35.57,0.2800787401574803
North,C,398,65.45,0.16444723618090454
North,B,484,78.82,0.16285123966942147
West,B,81,26.29,0.3245679012345679
South,C,302,101.93,0.33751655629139077
West,B,218,91.72,0.4207339449541284
West,C,222,62.2,0.2801801801801802
East,C,305,62.43,0.20468852459016393
West,C,383,68.45,0.17872062663185379
South,C,72,33.8,0.4694444444444444
South,A,400,43.86,0.10965
North,C,112,19.21,0.17151785714285714
North,A,184,41.67,0.22646739130434784
South,B,117,43.49,0.3717094017094017
West,A,500,83.15,0.1663
North,A,358,124.47,0.34768156424581004
South,B,115,56.75,0.4934782608695652
West,B,461,104.99,0.22774403470715834
West,B,395,169.33,0.4286835443037975
West,C,470,72.95,0.15521276595744682
North,A,75,26.0,0.3466666666666667
East,A,412,197.77,0.48002427184466023
East,A,293,34.49,0.11771331058020479
South,B,274,34.35,0.12536496350364965
North,B,253,43.43,0.1716600790513834
East,A,167,64.51,0.3862874251497006
South,A,396,137.88,0.34818181818181815
South,C,465,166.95,0.3590322580645161
East,B,142,15.03,0.1058450704225352
North,A,141,32.81,0.23269503546099293
North,A,343,115.92,0.3379591836734694
East,A,414,136.02,0.3285507246376812
West,B,418,189.52,0.4533971291866029
East,C,145,38.3,0.26413793103448274
South,C,79,13.43,0.16999999999999998
South,A,359,106.8,0.29749303621169915
South,C,277,112.2,0.4050541516245487
East,C,436,134.78,0.30912844036697246
South,B,234,43.29,0.185
South,A,105,20.53,0.19552380952380954
North,A,351,149.17,0.42498575498575497
East,B,418,179.47,0.42935406698564593
North,B,226,87.64,0.38778761061946904
West,C,293,32.42,0.11064846416382253
North,B,123,20.16,0.16390243902439025
South,B,142,47.71,0.33598591549295775
South,A,117,16.66,0.14239316239316238
West,A,318,136.92,0.430566037735849
East,C,201,61.33,0.30512437810945275
North,B,371,75.98,0.2047978436657682
West,C,384,49.95,0.13007812500000002
South,B,303,64.94,0.2143234323432343
South,A,464,193.21,0.41640086206896554
North,A,122,33.27,0.2727049180327869
South,B,398,63.82,0.16035175879396985
East,A,221,55.22,0.24986425339366516
East,C,462,230.31,0.4985064935064935
North,B,434,110.46,0.25451612903225806
West,C,451,188.45,0.4178492239467849
West,C,142,46.88,0.3301408450704226
South,A,480,135.38,0.28204166666666663
East,A,209,82.36,0.394066985645933
North,B,312,96.41,0.30900641025641024
South,A,198,97.17,0.4907575757575758
West,B,350,173.71,0.49631428571428576
North,A,327,144.5,0.4418960244648318
West,B,459,47.42,0.10331154684095861
West,C,267,38.01,0.14235955056179775
North,A,239,88.63,0.37083682008368196
East,B,314,105.67,0.33652866242038215
East,B,247,47.06,0.19052631578947368
North,C,398,102.98,0.25874371859296486
South,A,159,69.97,0.440062893081761
North,B,380,143.89,0.3786578947368421
North,A,410,78.0,0.1902439024390244
South,B,240,51.94,0.21641666666666665
North,C,52,7.5,0.14423076923076922
South,A,315,133.59,0.4240952380952381
East,B,155,73.67,0.4752903225806452
South,B,180,44.29,0.24605555555555556
South,B,461,150.59,0.3266594360086768
West,A,469,176.78,0.37692963752665243
West,B,329,68.76,0.20899696048632221
West,A,388,78.24,0.20164948453608247
West,C,372,117.17,0.3149731182795699
North,A,399,113.44,0.2843107769423559
South,B,132,60.41,0.45765151515151514
North,A,270,56.52,0.20933333333333334
East,C,275,88.44,0.3216
East,A,404,121.23,0.30007425742574256
South,A,384,186.24,0.48500000000000004
North,A,405,186.85,0.461358024691358
South,A,246,79.03,0.32126016260162604
West,A,86,21.35,0.2482558139534884
East,A,287,29.43,0.10254355400696864
East,C,376,123.26,0.3278191489361702
South,B,264,77.57,0.2938257575757576
East,A,119,34.32,0.2884033613445378
North,B,372,184.65,0.4963709677419355
West,A,79,33.26,0.42101265822784806
South,A,264,55.65,0.21079545454545454
East,A,338,122.8,0.3633136094674556
West,B,126,60.67,0.4815079365079365
East,C,75,20.61,0.2748
East,A,233,99.54,0.42721030042918456
West,B,356,54.71,0.15367977528089888
West,B,266,39.99,0.15033834586466166
North,B,240,38.56,0.16066666666666668
West,A,412,66.86,0.16228155339805825
North,A,183,37.63,0.20562841530054646
South,C,125,50.14,0.40112000000000003
East,B,210,58.82,0.2800952380952381
East,B,343,137.2,0.39999999999999997
North,B,64,31.84,0.4975
West,B,303,137.53,0.4538943894389439
East,A,422,204.36,0.4842654028436019
West,B,340,118.2,0.3476470588235294
East,B,86,40.06,0.4658139534883721
North,C,207,95.49,0.4613043478260869
North,B,355,92.91,0.2617183098591549
West,A,458,95.96,0.20951965065502182
South,A,499,95.27,0.19092184368737475
West,C,368,79.53,0.21611413043478261
East,B,488,203.72,0.41745901639344263
South,A,284,34.78,0.12246478873239437
North,A,160,40.26,0.251625
South,A,406,186.67,0.4597783251231527
East,A,308,53.56,0.1738961038961039
West,B,262,88.85,0.33912213740458014
East,B,127,39.75,0.31299212598425197
East,B,381,74.06,0.19438320209973753
East,A,137,22.82,0.16656934306569343
West,C,50,16.57,0.33140000000000003
South,A,428,183.22,0.4280841121495327
North,A,365,54.07,0.14813698630136987
North,A,444,125.93,0.28362612612612614
South,A,379,151.28,0.399155672823219
North,B,50,17.33,0.34659999999999996
West,B,273,76.43,0.27996336996337
North,A,140,61.34,0.43814285714285717
South,C,280,124.1,0.44321428571428567
East,B,154,38.84,0.2522077922077922
East,A,307,74.8,0.24364820846905536
East,A,390,89.87,0.23043589743589746
East,A,430,196.57,0.4571395348837209
North,A,379,94.72,0.2499208443271768
West,A,194,42.23,0.217680412371134
East,C,248,67.94,0.2739516129032258
West,A,296,82.3,0.2780405405405405
West,A,281,71.71,0.2551957295373665
West,C,488,209.94,0.4302049180327869
West,B,474,192.22,0.40552742616033755
West,A,452,204.27,0.45192477876106196
South,C,447,85.29,0.1908053691275168
South,A,368,54.38,0.1477717391304348
South,C,66,18.91,0.2865151515151515
North,C,113,11.9,0.10530973451327434
West,C,236,98.86,0.41889830508474574
North,B,422,168.57,0.3994549763033175
West,C,79,38.32,0.4850632911392405
North,B,328,131.69,0.4014939024390244
East,B,248,84.83,0.3420564516129032
North,B,100,47.67,0.4767
East,C,474,134.07,0.28284810126582277
East,C,295,58.78,0.1992542372881356
West,C,359,84.75,0.23607242339832868
East,A,307,78.89,0.25697068403908796
South,A,214,60.97,0.28490654205607474
South,B,283,82.34,0.2909540636042403
North,B,63,28.38,0.4504761904761905
North,C,500,221.19,0.44238
South,A,156,37.55,0.24070512820512818
North,B,281,86.57,0.3080782918149466
South,B,427,100.34,0.23498829039812646
West,B,145,70.28,0.4846896551724138
South,C,200,92.63,0.46314999999999995
South,C,306,128.23,0.4190522875816993
North,C,289,83.85,0.2901384083044983
North,A,84,26.65,0.31726190476190474
South,A,418,131.71,0.3150956937799043
South,C,225,41.59,0.18484444444444445
South,C,232,101.58,0.4378448275862069
West,B,304,139.94,0.46032894736842106
West,C,313,108.47,0.34654952076677314
West,A,245,68.58,0.27991836734693876
East,B,413,117.45,0.2843825665859564
West,B,435,130.15,0.2991954022988506
South,A,58,7.52,0.1296551724137931
West,A,426,199.51,0.4683333333333333
South,C,333,118.36,0.35543543543543543
East,A,52,13.72,0.26384615384615384
South,A,121,16.02,0.13239669421487604
South,A,264,122.18,0.4628030303030303
South,C,151,73.42,0.4862251655629139
East,C,340,57.82,0.17005882352941176
North,A,437,68.98,0.15784897025171626
North,C,489,205.63,0.4205112474437628
North,A,195,35.76,0.18338461538461537
East,A,414,153.98,0.3719323671497584
East,A,309,97.74,0.3163106796116505
West,C,108,33.71,0.31212962962962965
North,B,61,25.51,0.41819672131147545
West,A,156,73.25,0.46955128205128205
South,C,338,61.94,0.18325443786982248
South,C,424,82.49,0.1945518867924528
West,B,131,57.12,0.436030534351145
East,A,157,71.87,0.4577707006369427
West,A,317,110.27,0.34785488958990535
South,B,426,146.76,0.3445070422535211
West,A,445,70.45,0.15831460674157305
East,A,408,75.48,0.185
North,B,109,26.06,0.23908256880733944
West,C,483,68.02,0.14082815734989648
South,C,466,83.71,0.1796351931330472
West,C,491,220.91,0.449918533604888
North,B,233,75.2,0.32274678111587984
West,B,401,61.99,0.15458852867830425
North,A,327,139.48,0.4265443425076452
South,A,141,15.27,0.10829787234042552
West,C,293,134.71,0.4597610921501707
West,C,421,113.22,0.2689311163895487
East,C,285,78.82,0.2765614035087719
East,B,306,91.7,0.2996732026143791
East,B,124,17.1,0.13790322580645162
South,C,489,150.12,0.30699386503067483
West,C,199,50.41,0.2533165829145729
North,B,230,97.7,0.4247826086956522
South,A,431,211.28,0.49020881670533645
North,B,403,166.2,0.41240694789081883
North,C,262,91.18,0.3480152671755725
East,A,423,116.83,0.276193853427896
South,B,439,133.16,0.3033257403189066
West,A,466,87.06,0.18682403433476397
North,C,276,127.68,0.46260869565217394
West,A,230,108.95,0.4736956521739131
East,C,123,37.96,0.3086178861788618
South,C,101,27.73,0.2745544554455446
East,A,260,56.83,0.21857692307692306
East,B,333,42.2,0.12672672672672675
South,C,456,147.34,0.3231140350877193
West,A,490,168.33,0.343530612244898
East,A,52,11.62,0.22346153846153843
East,A,391,55.09,0.14089514066496164
East,A,64,23.97,0.37453125
West,C,377,58.3,0.1546419098143236
South,C,171,84.59,0.49467836257309944
North,B,194,56.38,0.29061855670103093
East,A,106,14.71,0.13877358490566039
West,B,240,71.3,0.2970833333333333
East,C,431,202.93,0.47083526682134574
South,A,458,197.52,0.43126637554585157
West,C,263,69.75,0.2652091254752852
South,C,346,52.51,0.15176300578034682
South,C,226,35.63,0.1576548672566372
North,C,244,40.19,0.16471311475409836
North,C,163,70.1,0.4300613496932515
North,B,285,66.38,0.23291228070175438
East,C,477,125.73,0.26358490566037734
West,C,419,123.93,0.29577565632458236
South,B,157,45.92,0.292484076433121
West,B,98,46.68,0.4763265306122449
East,B,157,76.9,0.4898089171974523
West,C,91,19.05,0.20934065934065935
West,C,379,89.81,0.23696569920844326
North,A,442,54.3,0.12285067873303167
South,A,485,159.35,0.3285567010309278
East,A,488,90.42,0.18528688524590164
West,C,222,49.93,0.22490990990990992
South,B,298,130.88,0.4391946308724832
West,A,94,30.69,0.32648936170212767
East,C,406,196.38,0.4836945812807882
South,B,446,183.7,0.41188340807174884
East,A,374,86.33,0.2308288770053476
East,B,117,22.92,0.1958974358974359
East,A,315,75.07,0.2383174603174603
South,C,466,191.76,0.41150214592274675
West,A,161,68.91,0.42801242236024845
West,A,273,83.52,0.3059340659340659
North,C,358,99.36,0.2775418994413408
South,C,389,173.02,0.4447814910025707
East,B,276,61.07,0.221268115942029
West,C,288,113.56,0.3943055555555556
South,B,166,54.39,0.32765060240963856
West,C,144,16.84,0.11694444444444445
West,B,410,58.2,0.14195121951219514
South,A,428,153.57,0.35880841121495327
West,C,251,62.84,0.2503585657370518
South,C,219,82.28,0.3757077625570776
West,C,420,203.59,0.48473809523809525
South,C,287,29.0,0.10104529616724739
East,A,307,66.7,0.21726384364820847
North,B,419,44.64,0.10653937947494034
South,C,83,15.89,0.19144578313253013
South,C,85,28.67,0.33729411764705886
South,A,58,19.72,0.33999999999999997
East,C,56,8.39,0.14982142857142858
South,B,500,245.74,0.49148000000000003
West,C,82,18.82,0.22951219512195123
North,B,161,16.18,0.10049689440993789
North,A,454,118.27,0.2605066079295154
North,A,412,102.97,0.24992718446601941
West,A,200,20.53,0.10265
West,A,188,43.62,0.23202127659574467
East,B,190,62.77,0.3303684210526316
West,C,156,61.5,0.3942307692307692
South,B,323,149.81,0.46380804953560373
North,B,412,91.49,0.2220631067961165
North,C,430,93.12,0.21655813953488373
East,C,408,52.52,0.12872549019607843
East,A,221,100.45,0.45452488687782805
South,C,429,77.44,0.1805128205128205
South,C,374,93.7,0.2505347593582888
South,B,222,104.87,0.4723873873873874
West,C,379,69.89,0.18440633245382587
North,B,257,93.72,0.3646692607003891
West,C,427,181.15,0.4242388758782202
East,A,153,59.54,0.3891503267973856
East,B,460,118.0,0.2565217391304348
East,B,485,178.66,0.36837113402061855
East,A,224,75.42,0.33669642857142856
North,B,143,30.1,0.2104895104895105
East,B,395,75.19,0.19035443037974684
West,A,124,23.84,0.19225806451612903
West,A,297,72.5,0.2441077441077441
West,B,407,121.0,0.2972972972972973
West,C,455,129.02,0.2835604395604396
North,A,363,51.58,0.14209366391184572
South,B,274,58.28,0.2127007299270073
West,B,166,67.04,0.40385542168674704
North,C,354,134.44,0.379774011299435
South,C,366,79.08,0.2160655737704918
West,A,341,122.09,0.3580351906158358
East,C,215,29.28,0.1361860465116279
East,C,316,139.52,0.4415189873417722
North,B,422,73.22,0.17350710900473934
East,C,417,112.22,0.2691127098321343
South,B,359,160.57,0.4472701949860724
North,C,232,59.87,0.2580603448275862
North,B,89,25.69,0.2886516853932584
South,B,148,65.3,0.4412162162162162
West,B,227,61.46,0.2707488986784141
South,B,356,132.38,0.37185393258426963
South,B,239,107.7,0.4506276150627615
South,C,356,134.07,0.37660112359550557
East,A,394,136.6,0.34670050761421317
East,A,266,55.87,0.21003759398496238
West,A,497,171.33,0.344728370221328
South,A,312,49.21,0.15772435897435896
South,B,76,15.43,0.2030263157894737
South,A,453,211.46,0.46679911699779253
North,A,400,193.96,0.4849
South,C,452,207.24,0.45849557522123896
East,C,133,45.51,0.34218045112781953
North,B,79,9.92,0.12556962025316457
South,A,465,110.49,0.23761290322580644
North,C,110,34.43,0.313
South,B,142,50.94,0.3587323943661972
South,C,261,107.82,0.41310344827586204
West,C,328,154.0,0.4695121951219512
East,A,325,114.83,0.3533230769230769
West,A,216,40.51,0.1875462962962963
West,B,430,59.06,0.13734883720930233
East,A,71,31.55,0.4443661971830986
North,C,400,83.39,0.208475
East,B,162,65.75,0.4058641975308642
South,B,359,159.85,0.44526462395543176
North,A,259,71.68,0.27675675675675676
North,A,481,151.44,0.31484407484407484
East,C,241,54.58,0.22647302904564315
North,A,413,90.74,0.2197094430992736
East,C,439,49.49,0.11273348519362188
North,A,283,76.76,0.2712367491166078
East,A,399,84.45,0.21165413533834587
North,C,224,33.97,0.1516517857142857
South,B,336,119.25,0.3549107142857143
West,B,134,51.56,0.3847761194029851
North,C,419,144.42,0.3446778042959427
South,B,121,41.7,0.34462809917355375
West,B,428,184.19,0.4303504672897196
East,C,83,37.31,0.44951807228915663
North,A,338,99.4,0.2940828402366864
North,C,189,64.92,0.3434920634920635
West,C,81,18.98,0.234320987654321
North,B,471,207.92,0.4414437367303609
West,B,73,15.46,0.21178082191780823
North,C,281,33.51,0.1192526690391459
South,A,381,81.76,0.21459317585301838
South,C,424,102.03,0.24063679245283018
West,C,121,16.6,0.13719008264462812
North,B,219,96.65,0.44132420091324204
West,B,167,55.96,0.3350898203592814
North,A,170,59.1,0.3476470588235294
North,C,159,52.34,0.32918238993710697
South,A,457,148.63,0.32522975929978115
North,C,142,52.81,0.37190140845070424
East,C,363,114.68,0.31592286501377415
South,A,164,34.06,0.2076829268292683
North,C,143,57.2,0.4
West,A,53,18.91,0.3567924528301887
South,B,188,35.17,0.1870744680851064
West,C,255,74.25,0.2911764705882353
North,C,131,39.84,0.30412213740458016
South,A,85,27.48,0.32329411764705884
West,A,424,128.79,0.30374999999999996
South,C,85,11.07,0.13023529411764706
West,B,322,34.28,0.10645962732919255
North,B,162,58.14,0.35888888888888887
North,B,283,108.28,0.3826148409893993
North,A,66,29.68,0.4496969696969697
West,A,108,44.32,0.4103703703703704
East,A,281,41.48,0.14761565836298932
West,C,414,203.92,0.4925603864734299
West,C,196,64.43,0.3287244897959184
West,C,472,76.43,0.16192796610169494
West,A,248,49.67,0.20028225806451613
North,A,63,16.8,0.26666666666666666
South,A,372,148.0,0.3978494623655914
West,C,59,9.83,0.16661016949152543
South,B,286,139.83,0.48891608391608393
East,C,84,23.41,0.2786904761904762
South,C,160,43.88,0.27425
West,B,398,83.4,0.20954773869346735
West,A,91,12.47,0.13703296703296705
South,A,115,52.77,0.4588695652173913
East,A,266,52.93,0.19898496240601504
West,C,136,20.68,0.15205882352941177
South,A,182,75.12,0.41274725274725277
South,B,388,60.5,0.1559278350515464
West,B,54,24.13,0.44685185185185183
South,C,298,32.49,0.1090268456375839
West,A,81,26.35,0.3253086419753087
North,B,214,54.47,0.25453271028037383
North,B,478,159.95,0.3346234309623431
North,B,387,178.59,0.4614728682170543
East,B,182,68.91,0.3786263736263736
South,C,112,44.6,0.39821428571428574
West,C,430,47.92,0.11144186046511628
South,A,144,17.88,0.12416666666666666
East,A,355,127.78,0.359943661971831
South,C,272,28.02,0.10301470588235294
West,B,313,86.14,0.2752076677316294
North,A,356,99.42,0.2792696629213483
East,A,417,60.96,0.14618705035971225
East,A,456,146.68,0.32166666666666666
East,C,183,33.18,0.18131147540983605
North,A,180,27.87,0.15483333333333335
North,A,357,116.48,0.3262745098039216
South,C,307,102.45,0.33371335504885996
North,C,482,169.02,0.3506639004149378
South,A,176,72.46,0.41170454545454543
West,C,382,40.73,0.10662303664921464
East,A,189,65.32,0.3456084656084656
South,B,436,200.92,0.46082568807339447
North,C,417,108.91,0.2611750599520384
East,C,395,113.52,0.2873924050632911
North,C,397,111.87,0.28178841309823677
North,A,121,32.16,0.2657851239669421
East,B,346,149.97,0.4334393063583815
South,C,138,47.44,0.343768115942029
East,A,222,53.17,0.2395045045045045
North,A,258,50.32,0.1950387596899225
East,C,278,59.28,0.21323741007194244
East,A,353,176.0,0.4985835694050991
West,A,434,97.5,0.22465437788018433
East,A,376,170.1,0.45239361702127656
East,B,63,19.15,0.30396825396825394
West,C,98,20.23,0.20642857142857143
South,B,239,85.49,0.35769874476987445
East,B,500,53.93,0.10786
East,A,167,65.97,0.39502994011976045
North,C,486,159.4,0.3279835390946502
West,B,218,58.62,0.26889908256880735
East,B,307,86.61,0.2821172638436482
East,C,287,53.17,0.18526132404181186
West,A,452,148.92,0.32946902654867255
West,B,319,46.32,0.14520376175548588
East,B,215,39.73,0.18479069767441858
West,A,390,158.96,0.4075897435897436
South,B,152,42.62,0.28039473684210525
West,B,169,40.95,0.24230769230769234
East,B,169,57.73,0.34159763313609465
East,C,296,69.12,0.23351351351351352
South,A,123,46.87,0.3810569105691057
West,A,309,139.87,0.4526537216828479
East,C,198,51.93,0.26227272727272727
East,C,266,79.64,0.2993984962406015
North,C,171,28.4,0.16608187134502922
West,C,343,136.21,0.3971137026239067
South,B,421,170.24,0.4043705463182898
South,C,171,40.44,0.23649122807017542
South,B,54,14.82,0.27444444444444444
North,A,76,25.32,0.3331578947368421
East,B,122,41.19,0.3376229508196721
East,C,417,106.69,0.25585131894484414
East,A,323,56.6,0.17523219814241486
North,C,154,69.75,0.45292207792207795
South,B,340,43.2,0.12705882352941178
North,A,325,137.79,0.42396923076923076
East,A,79,37.14,0.47012658227848103
West,A,288,103.39,0.35899305555555555
South,B,438,195.06,0.4453424657534247
East,A,226,45.5,0.2013274336283186
South,A,262,103.74,0.39595419847328245
West,C,489,53.48,0.10936605316973415
East,C,131,33.61,0.2565648854961832
South,C,474,206.87,0.43643459915611815
West,A,81,11.36,0.1402469135802469
North,A,377,155.35,0.41206896551724137
North,B,373,184.49,0.49461126005361933
North,B,80,30.64,0.383
South,A,347,87.11,0.25103746397694526
West,B,279,62.87,0.22534050179211468
South,A,187,27.96,0.14951871657754012
West,B,202,48.17,0.23846534653465348
West,B,73,19.03,0.26068493150684935
North,C,449,57.66,0.1284187082405345
West,B,357,165.61,0.4638935574229692
West,B,224,48.07,0.2145982142857143
South,C,369,181.16,0.49094850948509483
North,A,276,94.69,0.34307971014492755
South,B,182,55.66,0.3058241758241758
West,B,346,126.78,0.3664161849710983
North,C,295,98.45,0.33372881355932205
East,C,185,70.54,0.38129729729729733
West,C,397,196.83,0.49579345088161214
South,A,333,132.33,0.39738738738738744
East,B,429,208.99,0.48715617715617715
South,C,217,21.8,0.10046082949308756
West,B,81,12.16,0.15012345679012346
North,C,306,144.28,0.4715032679738562
East,A,320,45.54,0.1423125
East,C,51,22.82,0.44745098039215686
West,B,234,105.18,0.44948717948717953
North,B,201,76.55,0.3808457711442786
West,A,196,41.8,0.21326530612244896
East,B,170,30.06,0.17682352941176468
West,A,225,27.16,0.12071111111111112
North,A,317,49.62,0.15652996845425868
South,B,175,65.64,0.3750857142857143
West,C,147,51.3,0.34897959183673466
South,B,140,27.92,0.19942857142857143
North,A,160,65.34,0.40837500000000004
West,A,292,113.12,0.38739726027397264
West,C,124,30.86,0.24887096774193548
South,B,315,70.29,0.22314285714285717
West,B,440,51.95,0.11806818181818182
South,B,60,6.48,0.10800000000000001
South,B,134,47.46,0.354179104477612
